Neuron 1,Neuron 2,Type,Nbr
PLMR,AVAL,Sp,3
PLMR,AVAL,S,1
PLMR,AVAR,Sp,1
PLMR,AVDL,S,1
PLMR,AVDR,Sp,4
PLMR,AVJL,Rp,2
PLMR,DVA,Sp,5
PLMR,HSNR,S,1
PLMR,LUAR,EJ,1
PLMR,PDEL,Sp,2
PLMR,PDER,Sp,3
PLMR,PVCL,Sp,2
PLMR,PVCR,EJ,1
PLMR,PVR,EJ,2
PLNL,NMJ,NMJ,1
PLNL,SAADL,Sp,5
PLNL,SMBVL,Sp,5
PLNL,SMBVL,S,1
PLNL,SMBVL,Rp,1
PLNR,SAADR,Sp,4
PLNR,SMBVR,Sp,4
PLNR,SMBVR,S,2
PQR,AVAL,Sp,5
PQR,AVAL,S,3
PQR,AVAR,Sp,9
PQR,AVAR,S,2
PQR,AVDL,Sp,7
PQR,AVDR,Sp,6
PQR,AVDR,R,1
PQR,AVG,S,1
PQR,LUAR,Sp,1
PQR,LUAR,Rp,1
PQR,PVNL,Sp,1
PQR,PVNL,Rp,1
PQR,PVNR,Rp,2
PQR,PVPL,EJ,4
PVCL,ADLR,Rp,1
PVCL,ADLR,R,1
PVCL,ALML,Rp,2
PVCL,ALML,R,2
PVCL,AS1,S,1
PVCL,AVAL,Sp,1
PVCL,AVAL,S,1
PVCL,AVAL,Rp,7
PVCL,AVAL,R,3
PVCL,AVAL,EJ,2
PVCL,AVAR,Sp,4
PVCL,AVAR,Rp,5
PVCL,AVAR,R,2
PVCL,AVBL,Sp,5
PVCL,AVBR,Sp,11
PVCL,AVBR,S,1
PVCL,AVDL,Sp,5
PVCL,AVDL,Rp,1
PVCL,AVDR,Sp,2
PVCL,AVEL,Sp,2
PVCL,AVER,Sp,1
PVCL,AVG,Rp,1
PVCL,AVJL,Sp,2
PVCL,AVJL,S,1
PVCL,AVJL,Rp,1
PVCL,AVJL,EJ,1
PVCL,AVJR,S,1
PVCL,AVJR,Rp,2
PVCL,AVJR,EJ,1
PVCL,AVM,Rp,4
PVCL,BDUR,Rp,1
PVCL,BDUR,R,1
PVCL,DA2,S,1
PVCL,DA5,S,1
PVCL,DA6,Sp,1
PVCL,DB2,S,3
PVCL,DB3,S,4
PVCL,DB4,S,3
PVCL,DB5,S,2
PVCL,DB6,S,2
PVCL,DB7,Sp,2
PVCL,DB7,S,1
PVCL,DVA,Sp,4
PVCL,DVA,Rp,3
PVCL,DVA,EJ,1
PVCL,FLPR,Rp,2
PVCL,PDER,R,1
PVCL,PHBL,Rp,13
PVCL,PHBR,Rp,6
PVCL,PHCL,Rp,2
PVCL,PLML,EJ,1
PVCL,PLMR,Rp,2
PVCL,PVCR,Sp,2
PVCL,PVCR,Rp,2
PVCL,PVCR,R,1
PVCL,PVCR,EJ,5
PVCL,PVDL,Rp,1
PVCL,PVDR,Rp,11
PVCL,PVDR,R,2
PVCL,PVM,R,2
PVCL,PVNL,Rp,1
PVCL,PVNR,R,1
PVCL,PVPR,Rp,4
PVCL,RID,Sp,4
PVCL,RID,S,1
PVCL,RIFR,Rp,1
PVCL,RIS,S,2
PVCL,SIBVL,Sp,2
PVCL,VA12,Rp,2
PVCL,VB10,S,2
PVCL,VB10,EJ,1
PVCL,VB11,S,1
PVCL,VB3,S,1
PVCL,VB4,S,1
PVCL,VB5,S,1
PVCL,VB6,S,2
PVCL,VB8,S,1
PVCL,VB9,EJ,2
PVCL,VD13,Rp,1
PVCR,ALML,Rp,1
PVCR,ALML,R,1
PVCR,ALMR,R,3
PVCR,AQR,Sp,1
PVCR,AQR,Rp,2
PVCR,AS2,S,1
PVCR,AVAL,Sp,5
PVCR,AVAL,S,2
PVCR,AVAL,Rp,4
PVCR,AVAL,R,2
PVCR,AVAL,EJ,5
PVCR,AVAR,Sp,7
PVCR,AVAR,Rp,5
PVCR,AVAR,EJ,3
PVCR,AVBL,Sp,6
PVCR,AVBL,S,2
PVCR,AVBR,Sp,6
PVCR,AVDL,Sp,5
PVCR,AVDR,Sp,1
PVCR,AVEL,Sp,1
PVCR,AVEL,Rp,1
PVCR,AVER,Sp,1
PVCR,AVJL,Rp,2
PVCR,AVJL,EJ,3
PVCR,AVJR,Rp,3
PVCR,AVJR,R,1
PVCR,AVL,S,1
PVCR,AVM,Rp,4
PVCR,AVM,R,1
PVCR,DA9,Sp,1
PVCR,DB2,S,1
PVCR,DB3,S,3
PVCR,DB4,S,4
PVCR,DB5,S,1
PVCR,DB6,S,2
PVCR,DB7,Sp,1
PVCR,DVA,Rp,1
PVCR,FLPL,Sp,1
PVCR,LUAR,Sp,1
PVCR,LUAR,Rp,3
PVCR,PDEL,Sp,1
PVCR,PDEL,EJ,1
PVCR,PDER,R,1
PVCR,PHBR,Rp,3
PVCR,PHCR,Rp,8
PVCR,PHCR,EJ,1
PVCR,PLMR,EJ,1
PVCR,PVCL,Sp,2
PVCR,PVCL,S,1
PVCR,PVCL,Rp,2
PVCR,PVCL,EJ,5
PVCR,PVDL,Sp,1
PVCR,PVDL,Rp,6
PVCR,PVDR,Rp,10
PVCR,PVPL,Rp,2
PVCR,PVPL,R,1
PVCR,PVPR,Rp,6
PVCR,PVPR,R,1
PVCR,PVR,Sp,1
PVCR,PVR,R,1
PVCR,PVWL,EJ,2
PVCR,PVWR,Sp,1
PVCR,PVWR,Rp,1
PVCR,PVWR,EJ,1
PVCR,RID,Sp,3
PVCR,RID,S,2
PVCR,RIFR,Rp,1
PVCR,SIBVR,Sp,2
PVCR,VA12,Rp,3
PVCR,VA8,EJ,2
PVCR,VA9,EJ,1
PVCR,VB10,S,1
PVCR,VB11,Rp,1
PVCR,VB4,S,3
PVCR,VB6,S,2
PVCR,VB7,S,3
PVCR,VB8,S,1
PVCR,VC2,Rp,1
PVCR,VD13,R,1
PVDL,AVAL,Sp,6
PVDL,AVAR,Sp,6
PVDL,DD5,S,1
PVDL,PVCL,Sp,1
PVDL,PVCR,Sp,6
PVDL,PVCR,Rp,1
PVDL,PVDR,Rp,1
PVDL,VD10,S,1
PVDR,AVAL,Sp,6
PVDR,AVAR,Sp,9
PVDR,DVA,Sp,1
PVDR,DVA,S,2
PVDR,PVCL,Sp,11
PVDR,PVCL,S,2
PVDR,PVCR,Sp,10
PVDR,PVDL,Sp,1
PVDR,VA9,S,1
PVM,AVKL,Sp,4
PVM,AVKL,S,7
PVM,AVKL,R,1
PVM,AVL,EJ,1
PVM,AVM,Sp,1
PVM,DVA,Sp,1
PVM,DVA,S,2
PVM,PDEL,Sp,6
PVM,PDEL,S,1
PVM,PDEL,Rp,2
PVM,PDEL,EJ,1
PVM,PDER,Sp,6
PVM,PDER,S,2
PVM,PDER,EJ,1
PVM,PVCL,S,2
PVM,PVR,Sp,1
PVNL,AVAL,Sp,2
PVNL,AVBR,S,1
PVNL,AVBR,EJ,2
PVNL,AVDL,Sp,3
PVNL,AVDR,Sp,3
PVNL,AVEL,S,1
PVNL,AVFL,Rp,2
PVNL,AVFR,Sp,1
PVNL,AVG,Sp,1
PVNL,AVHR,Rp,1
PVNL,AVJL,Sp,5
PVNL,AVJR,Sp,3
PVNL,AVJR,S,2
PVNL,AVL,Sp,2
PVNL,AVM,Rp,1
PVNL,BDUL,Sp,1
PVNL,BDUL,S,1
PVNL,BDUL,R,2
PVNL,BDUR,Sp,2
PVNL,BDUR,Rp,2
PVNL,BDUR,R,2
PVNL,DD1,Sp,2
PVNL,LUAL,Rp,1
PVNL,NMJ,NMJ,1
PVNL,NMJ,NMJ,2
PVNL,PQR,Sp,1
PVNL,PQR,Rp,1
PVNL,PVCL,Sp,1
PVNL,PVNR,Sp,5
PVNL,PVNR,Rp,1
PVNL,PVQR,EJ,1
PVNL,PVT,S,1
PVNL,PVWL,Sp,1
PVNL,RIFL,Sp,1
PVNR,AIMR,Rp,1
PVNR,AVAL,Sp,2
PVNR,AVAL,S,2
PVNR,AVBL,Sp,1
PVNR,AVBL,Rp,1
PVNR,AVBR,Sp,2
PVNR,AVDR,Sp,1
PVNR,AVEL,Sp,1
PVNR,AVEL,S,2
PVNR,AVG,Rp,1
PVNR,AVG,R,1
PVNR,AVJL,Sp,4
PVNR,AVJL,Rp,1
PVNR,AVJR,Sp,1
PVNR,AVL,Sp,2
PVNR,BDUL,Sp,1
PVNR,BDUL,Rp,2
PVNR,BDUR,Sp,2
PVNR,BDUR,S,2
PVNR,BDUR,Rp,1
PVNR,DD3,S,1
PVNR,HSNR,Sp,1
PVNR,HSNR,Rp,1
PVNR,HSNR,R,1
PVNR,HSNR,EJ,1
PVNR,NMJ,NMJ,2
PVNR,NMJ,NMJ,1
PVNR,PDA,Rp,1
PVNR,PQR,Sp,2
PVNR,PVCL,S,1
PVNR,PVNL,Sp,1
PVNR,PVNL,Rp,5
PVNR,PVT,Sp,2
PVNR,PVWL,Sp,2
PVNR,VA11,Rp,2
PVNR,VC2,Sp,1
PVNR,VC2,S,1
PVNR,VC3,Sp,1
PVNR,VC3,R,1
PVNR,VD12,Sp,1
PVNR,VD6,S,1
PVNR,VD7,S,1
PVPL,ADAL,Sp,1
PVPL,AQR,Sp,1
PVPL,AQR,Rp,1
PVPL,AQR,EJ,7
PVPL,AVAL,Sp,1
PVPL,AVAL,S,1
PVPL,AVAL,EJ,1
PVPL,AVAR,Sp,1
PVPL,AVAR,S,1
PVPL,AVBL,Sp,3
PVPL,AVBL,S,2
PVPL,AVBR,Sp,6
PVPL,AVDR,Sp,2
PVPL,AVER,Sp,1
PVPL,AVHR,Sp,1
PVPL,AVHR,Rp,3
PVPL,AVKL,EJ,1
PVPL,AVKR,EJ,6
PVPL,DVB,Rp,1
PVPL,DVB,R,1
PVPL,DVC,EJ,2
PVPL,PHAR,EJ,3
PVPL,PQR,EJ,4
PVPL,PVCR,Sp,2
PVPL,PVCR,S,1
PVPL,PVPR,EJ,1
PVPL,PVT,EJ,1
PVPL,RIFL,Rp,3
PVPL,RIGL,S,2
PVPL,RIR,Rp,1
PVPL,VD13,EJ,2
PVPL,VD3,EJ,1
PVPR,ADFR,Sp,1
PVPR,ADFR,Rp,1
PVPR,AQR,Sp,2
PVPR,AQR,EJ,9
PVPR,ASHR,Sp,1
PVPR,ASHR,Rp,1
PVPR,AVAL,Sp,1
PVPR,AVAR,Sp,2
PVPR,AVBL,Sp,4
PVPR,AVBR,Sp,5
PVPR,AVG,Rp,1
PVPR,AVHL,Sp,3
PVPR,AVHL,Rp,2
PVPR,AVKL,EJ,1
PVPR,AVL,Sp,3
PVPR,AVL,S,1
PVPR,AVL,R,1
PVPR,DD2,Sp,1
PVPR,DVC,Sp,1
PVPR,DVC,S,1
PVPR,DVC,EJ,13
PVPR,PVCL,Sp,4
PVPR,PVCR,Sp,6
PVPR,PVCR,S,1
PVPR,PVPL,EJ,1
PVPR,PVQR,Sp,1
PVPR,RIAR,S,2
PVPR,RIFR,Rp,4
PVPR,RIGR,Sp,1
PVPR,RIMR,Sp,1
PVPR,RMGR,Sp,1
PVPR,VC3,R,1
PVPR,VD4,EJ,1
PVPR,VD5,EJ,1
PVQL,ADAL,EJ,1
PVQL,AIAL,Sp,3
PVQL,AIAL,S,3
PVQL,AIML,R,1
PVQL,ASJL,Sp,1
PVQL,ASJL,Rp,6
PVQL,ASJL,R,8
PVQL,ASKL,Sp,4
PVQL,ASKL,EJ,5
PVQL,AVFL,Rp,1
PVQL,AVFR,Rp,1
PVQL,AVHL,R,1
PVQL,AVKR,R,1
PVQL,HSNL,Sp,2
PVQL,PHAL,Rp,2
PVQL,PHAR,Rp,2
PVQL,PVQR,EJ,2
PVQL,RMGL,Sp,1
PVQR,ADAR,EJ,1
PVQR,AIAR,Sp,4
PVQR,AIAR,S,3
PVQR,ASER,Sp,1
PVQR,ASJR,Rp,4
PVQR,ASJR,R,9
PVQR,ASKR,Sp,4
PVQR,ASKR,EJ,4
PVQR,AVBL,Sp,1
PVQR,AVFL,Rp,1
PVQR,AVFL,EJ,1
PVQR,AVFR,Sp,1
PVQR,AVG,Rp,1
PVQR,AVHL,Rp,2
PVQR,AVJR,R,1
PVQR,AVL,Sp,1
PVQR,AWAR,Sp,2
PVQR,DD1,Sp,1
PVQR,DVC,Sp,1
PVQR,HSNR,S,1
PVQR,HSNR,Rp,1
PVQR,PVNL,EJ,1
PVQR,PVPR,Rp,1
PVQR,PVQL,EJ,2
PVQR,PVT,Sp,1
PVQR,RIFR,Sp,1
PVQR,VC2,R,1
PVQR,VC3,R,4
PVQR,VD1,Sp,1
PVR,ADAL,Sp,1
PVR,ADER,Rp,1
PVR,ALML,EJ,1
PVR,AS6,S,1
PVR,AVBL,Sp,4
PVR,AVBR,Sp,4
PVR,AVJL,Sp,2
PVR,AVJL,S,1
PVR,AVJR,Sp,2
PVR,AVKL,S,1
PVR,AVM,Rp,3
PVR,DA9,S,1
PVR,DB2,S,1
PVR,DB3,S,1
PVR,DVA,Sp,1
PVR,DVA,Rp,2
PVR,DVA,R,1
PVR,DVA,EJ,2
PVR,IL1DL,Sp,1
PVR,IL1DL,R,1
PVR,IL1DR,Sp,1
PVR,IL1VL,Sp,1
PVR,IL1VR,Sp,1
PVR,LUAL,EJ,1
PVR,LUAR,R,1
PVR,LUAR,EJ,1
PVR,PDEL,Sp,1
PVR,PDEL,Rp,2
PVR,PDER,Sp,1
PVR,PLMR,EJ,2
PVR,PVCR,S,1
PVR,PVCR,Rp,1
PVR,PVM,Rp,1
PVR,RIPL,Sp,3
PVR,RIPR,Sp,3
PVR,SABD,Sp,1
PVR,SMDVL,R,1
PVR,URADL,Sp,1
PVT,AIBL,Sp,2
PVT,AIBL,EJ,1
PVT,AIBR,Sp,4
PVT,AIBR,EJ,1
PVT,AVEL,Rp,1
PVT,AVG,R,1
PVT,AVKL,Sp,5
PVT,AVKL,S,2
PVT,AVKL,EJ,2
PVT,AVKR,Sp,7
PVT,AVL,Sp,2
PVT,DVC,S,2
PVT,DVC,Rp,1
PVT,PVNL,R,1
PVT,PVNR,Rp,2
PVT,PVPL,EJ,1
PVT,PVQR,Rp,1
PVT,PVWL,Rp,2
PVT,PVWR,R,1
PVT,RIBL,EJ,1
PVT,RIBR,EJ,1
PVT,RIGL,Sp,2
PVT,RIGR,Sp,3
PVT,RIH,S,1
PVT,RMEV,Sp,1
PVT,RMFL,Sp,2
PVT,RMFL,Rp,1
PVT,RMFR,Sp,2
PVT,RMFR,S,1
PVT,SMBDR,Sp,1
PVT,VA9,R,1
PVT,VB10,Rp,1
PVT,VC1,R,2
PVT,VC2,R,2
PVT,VC5,R,1
PVWL,AVJL,Sp,1
PVWL,AVL,Rp,1
PVWL,LUAL,Rp,1
PVWL,LUAR,Rp,1
PVWL,PVCR,EJ,2
PVWL,PVNL,Rp,1
PVWL,PVNR,Rp,2
PVWL,PVT,Sp,2
PVWL,PVWR,Sp,1
PVWL,VA12,Sp,1
PVWR,AVAR,Sp,1
PVWR,AVDR,Sp,1
PVWR,PVCR,Sp,1
PVWR,PVCR,Rp,1
PVWR,PVCR,EJ,1
PVWR,PVT,S,1
PVWR,PVWL,Rp,1
PVWR,VA12,Sp,1
RIAL,ADEL,Rp,1
RIAL,ADFL,Rp,12
RIAL,ADFL,R,3
RIAL,AIBR,Rp,1
RIAL,AIYL,Rp,6
RIAL,AIYL,R,1
RIAL,AIZL,Rp,5
RIAL,AIZL,R,3
RIAL,AQR,Rp,2
RIAL,AQR,R,1
RIAL,ASHL,Rp,4
RIAL,AUAL,Rp,5
RIAL,AWBL,Rp,2
RIAL,AWBL,R,1
RIAL,AWCL,Rp,1
RIAL,AWCL,R,2
RIAL,BAGR,Rp,3
RIAL,BAGR,R,2
RIAL,CEPVL,Sp,1
RIAL,DVA,R,1
RIAL,IL2VL,Rp,1
RIAL,RIAR,Sp,1
RIAL,RIAR,Rp,4
RIAL,RIBL,Rp,2
RIAL,RIBL,R,1
RIAL,RIH,Rp,10
RIAL,RIH,R,1
RIAL,RIR,Rp,4
RIAL,RIR,R,1
RIAL,RIVL,Sp,2
RIAL,RIVL,Rp,1
RIAL,RIVR,Sp,3
RIAL,RIVR,S,1
RIAL,RIVR,Rp,2
RIAL,RMDDL,Sp,10
RIAL,RMDDL,S,2
RIAL,RMDDR,Sp,7
RIAL,RMDL,Sp,2
RIAL,RMDL,S,4
RIAL,RMDL,Rp,4
RIAL,RMDR,Sp,2
RIAL,RMDR,S,4
RIAL,RMDR,Rp,3
RIAL,RMDVL,Sp,8
RIAL,RMDVL,S,1
RIAL,RMDVR,Sp,9
RIAL,RMDVR,S,2
RIAL,SIADL,Sp,2
RIAL,SMDDL,Sp,5
RIAL,SMDDL,S,3
RIAL,SMDDL,Rp,1
RIAL,SMDDR,Sp,7
RIAL,SMDDR,S,3
RIAL,SMDDR,Rp,2
RIAL,SMDVL,Sp,5
RIAL,SMDVL,S,1
RIAL,SMDVL,Rp,3
RIAL,SMDVR,Sp,10
RIAL,SMDVR,S,1
RIAL,SMDVR,Rp,7
RIAL,URXL,Rp,7
RIAL,URXL,R,1
RIAL,URYVL,Rp,1
RIAR,ADFR,Rp,15
RIAR,ADFR,R,1
RIAR,AIYR,Rp,6
RIAR,AIZR,Rp,3
RIAR,AIZR,R,4
RIAR,AQR,Rp,1
RIAR,AQR,R,1
RIAR,ASEL,R,1
RIAR,ASHR,Rp,2
RIAR,AUAR,Rp,5
RIAR,AUAR,R,1
RIAR,AWBR,Rp,1
RIAR,BAGL,Rp,3
RIAR,BAGL,R,2
RIAR,CEPVR,Sp,1
RIAR,DVA,Rp,1
RIAR,DVA,R,1
RIAR,IL1R,Sp,1
RIAR,IL2VR,Rp,2
RIAR,PVPR,R,2
RIAR,RIAL,Sp,4
RIAR,RIAL,Rp,1
RIAR,RIBR,Rp,2
RIAR,RIH,Rp,8
RIAR,RIR,Rp,1
RIAR,RIVL,Sp,1
RIAR,RIVL,R,1
RIAR,RIVR,Rp,1
RIAR,RIVR,R,1
RIAR,RMDDL,Sp,9
RIAR,RMDDL,S,1
RIAR,RMDDR,Sp,10
RIAR,RMDDR,S,1
RIAR,RMDL,Sp,1
RIAR,RMDL,S,2
RIAR,RMDL,Rp,3
RIAR,RMDR,Sp,7
RIAR,RMDR,S,1
RIAR,RMDR,Rp,4
RIAR,RMDR,R,3
RIAR,RMDVL,Sp,12
RIAR,RMDVR,Sp,9
RIAR,RMDVR,S,1
RIAR,SAADR,Sp,1
RIAR,SIADL,Sp,1
RIAR,SIADR,Sp,1
RIAR,SIAVL,Sp,1
RIAR,SMDDL,Sp,5
RIAR,SMDDL,S,2
RIAR,SMDDL,Rp,1
RIAR,SMDDL,R,1
RIAR,SMDDR,Sp,6
RIAR,SMDDR,S,1
RIAR,SMDDR,R,1
RIAR,SMDVL,Sp,11
RIAR,SMDVL,S,2
RIAR,SMDVL,Rp,8
RIAR,SMDVR,Sp,6
RIAR,SMDVR,S,1
RIAR,SMDVR,Rp,5
RIAR,URXR,Rp,3
RIAR,URYVR,Rp,1
RIBL,AIBR,Sp,2
RIBL,AIBR,Rp,4
RIBL,AINL,R,1
RIBL,AINR,Rp,2
RIBL,AIYL,Rp,4
RIBL,ASIL,Rp,1
RIBL,AUAL,Sp,1
RIBL,AUAL,Rp,7
RIBL,AUAL,R,2
RIBL,AVAL,Sp,1
RIBL,AVAL,S,1
RIBL,AVBL,EJ,1
RIBL,AVBR,Sp,1
RIBL,AVBR,EJ,1
RIBL,AVDR,Sp,1
RIBL,AVEL,Sp,1
RIBL,AVEL,S,1
RIBL,AVER,Sp,2
RIBL,AVER,S,3
RIBL,BAGL,R,1
RIBL,BAGR,Sp,1
RIBL,BAGR,Rp,3
RIBL,BAGR,R,1
RIBL,CEPDL,Rp,2
RIBL,DVC,Rp,1
RIBL,IL2DL,Rp,1
RIBL,OLLL,Rp,8
RIBL,OLQDL,EJ,2
RIBL,OLQVL,EJ,1
RIBL,PVT,EJ,1
RIBL,RIAL,Sp,2
RIBL,RIAL,S,1
RIBL,RIBL,EJ,1
RIBL,RIBR,EJ,3
RIBL,RIGL,R,1
RIBL,RIGL,EJ,1
RIBL,RIH,Rp,5
RIBL,RIML,R,1
RIBL,RIS,Rp,3
RIBL,RMED,Rp,1
RIBL,SIADL,EJ,1
RIBL,SIAVL,EJ,1
RIBL,SIBDL,EJ,1
RIBL,SIBVL,EJ,1
RIBL,SIBVR,EJ,1
RIBL,SMBDL,EJ,1
RIBL,SMDDL,EJ,1
RIBL,SMDVR,Sp,2
RIBL,SMDVR,EJ,2
RIBL,URYDL,Rp,1
RIBL,URYVL,Rp,2
RIBR,AIBL,Sp,1
RIBR,AIBL,S,1
RIBR,AIBL,Rp,3
RIBR,AIBL,R,1
RIBR,AINL,Rp,2
RIBR,AIYR,Rp,2
RIBR,AIZR,S,1
RIBR,AUAR,Rp,9
RIBR,AUAR,R,4
RIBR,AVAR,S,2
RIBR,AVBL,EJ,1
RIBR,AVBR,EJ,1
RIBR,AVEL,Sp,1
RIBR,AVEL,S,2
RIBR,AVER,Sp,1
RIBR,AVER,S,1
RIBR,BAGL,Sp,1
RIBR,BAGL,S,1
RIBR,BAGL,Rp,6
RIBR,BAGL,R,1
RIBR,CEPDR,Rp,1
RIBR,DVC,Rp,1
RIBR,OLLR,Rp,8
RIBR,OLLR,R,2
RIBR,OLQDR,EJ,2
RIBR,OLQVR,EJ,1
RIBR,PVT,EJ,1
RIBR,RIAR,Sp,2
RIBR,RIBL,EJ,3
RIBR,RIBR,EJ,1
RIBR,RIGR,S,1
RIBR,RIGR,R,1
RIBR,RIGR,EJ,1
RIBR,RIH,Sp,1
RIBR,RIH,Rp,4
RIBR,RIMR,Rp,1
RIBR,RIS,Rp,5
RIBR,RMED,Rp,1
RIBR,SIADR,EJ,1
RIBR,SIAVR,EJ,1
RIBR,SIBDR,EJ,1
RIBR,SIBVR,EJ,1
RIBR,SMBDR,EJ,1
RIBR,SMDDL,Sp,1
RIBR,SMDDL,EJ,1
RIBR,SMDDR,EJ,1
RIBR,SMDVL,EJ,2
RIBR,URYDR,Rp,1
RIBR,URYVR,Rp,1
RICL,ADAL,Rp,1
RICL,ADAL,R,1
RICL,ADAR,Sp,1
RICL,ADAR,Rp,1
RICL,ADLR,Rp,1
RICL,ASHL,EJ,2
RICL,AVAL,Sp,5
RICL,AVAR,Sp,6
RICL,AVKL,EJ,1
RICL,AVKR,Sp,1
RICL,AVKR,EJ,1
RICL,AWBR,EJ,1
RICL,CEPDL,Rp,1
RICL,CEPDL,R,1
RICL,CEPDR,Rp,4
RICL,CEPVL,Rp,6
RICL,CEPVL,R,1
RICL,CEPVR,Rp,2
RICL,IL2L,Rp,1
RICL,OLQDR,R,1
RICL,OLQVL,R,1
RICL,RIML,Sp,1
RICL,RIMR,Sp,2
RICL,RIMR,S,1
RICL,RIVR,S,1
RICL,RMFR,Sp,1
RICL,SMBDL,Sp,2
RICL,SMDDL,Sp,3
RICL,SMDDR,Sp,3
RICL,SMDVR,Sp,1
RICL,URXL,R,1
RICR,ADAL,Rp,1
RICR,ADAR,Sp,1
RICR,ADLR,Rp,1
RICR,ASHR,EJ,2
RICR,AVAL,Sp,5
RICR,AVAR,Sp,5
RICR,AVKL,EJ,1
RICR,CEPDL,Rp,2
RICR,CEPDL,R,2
RICR,CEPDR,Rp,3
RICR,CEPVL,Rp,4
RICR,CEPVR,Rp,2
RICR,CEPVR,R,2
RICR,IL2DR,Rp,1
RICR,OLQDL,R,1
RICR,OLQDR,Rp,1
RICR,OLQVR,R,1
RICR,SDQL,Rp,1
RICR,SDQR,Rp,1
RICR,SMBDR,Sp,1
RICR,SMDDL,Sp,4
RICR,SMDDR,Sp,3
RICR,SMDVL,Sp,2
RICR,SMDVR,Sp,1
RICR,URBL,R,1
RICR,URBR,R,1
RID,AINR,Rp,1
RID,ALA,EJ,1
RID,AS2,Sp,1
RID,AVBL,EJ,1
RID,AVBR,EJ,2
RID,AVM,Rp,1
RID,DA6,Sp,2
RID,DA6,S,1
RID,DA9,EJ,1
RID,DB1,EJ,1
RID,DD1,Sp,1
RID,DD1,S,3
RID,DD2,Sp,1
RID,DD2,S,3
RID,DD3,Sp,2
RID,DD3,S,1
RID,NMJ,NMJ,2
RID,NMJ,NMJ,1
RID,PDB,EJ,2
RID,PVCL,Rp,4
RID,PVCL,R,1
RID,PVCR,Rp,3
RID,PVCR,R,2
RID,RMGL,Rp,1
RID,VD13,S,1
RID,VD5,Sp,1
RID,VD5,S,1
RIFL,ADEL,Rp,1
RIFL,AIAL,Rp,1
RIFL,AIBL,Rp,1
RIFL,AIML,Rp,1
RIFL,ALML,Sp,2
RIFL,AVBL,Sp,10
RIFL,AVBR,Sp,1
RIFL,AVG,EJ,1
RIFL,AVHR,Sp,1
RIFL,AVJR,Sp,2
RIFL,HSNL,Rp,3
RIFL,PVNL,Rp,1
RIFL,PVPL,Sp,3
RIFL,RIML,Sp,4
RIFL,VD1,EJ,1
RIFR,AIAR,Rp,2
RIFR,AIMR,Rp,1
RIFR,ASHR,Sp,2
RIFR,ASKR,Rp,1
RIFR,AVBL,Sp,1
RIFR,AVBR,Sp,14
RIFR,AVBR,S,3
RIFR,AVFL,Sp,1
RIFR,AVG,EJ,1
RIFR,AVHL,Sp,1
RIFR,AVJL,Sp,1
RIFR,AVJL,Rp,1
RIFR,AVJR,Sp,2
RIFR,AWAR,Rp,2
RIFR,HSNR,Sp,1
RIFR,HSNR,Rp,3
RIFR,HSNR,R,1
RIFR,PVCL,Sp,1
RIFR,PVCR,Sp,1
RIFR,PVPR,Sp,4
RIFR,PVQR,Rp,1
RIFR,RIMR,Sp,4
RIFR,RIPR,Sp,1
RIGL,ADEL,Rp,3
RIGL,ADEL,R,2
RIGL,ADER,Rp,3
RIGL,ADER,R,4
RIGL,ADFL,Rp,1
RIGL,AIBR,EJ,3
RIGL,AIZL,R,1
RIGL,AIZR,Sp,1
RIGL,ALNL,Sp,1
RIGL,AQR,EJ,2
RIGL,AVAR,Rp,1
RIGL,AVEL,Sp,1
RIGL,AVEL,S,1
RIGL,AVER,Sp,1
RIGL,AVHR,Rp,1
RIGL,AVKL,EJ,1
RIGL,AVKR,Sp,2
RIGL,BAGL,R,1
RIGL,BAGR,Sp,1
RIGL,BAGR,Rp,3
RIGL,BAGR,R,2
RIGL,BAGR,EJ,1
RIGL,DVC,Sp,1
RIGL,DVC,Rp,4
RIGL,DVC,R,1
RIGL,OLLL,EJ,1
RIGL,OLQDL,EJ,1
RIGL,OLQVL,EJ,1
RIGL,PVPL,R,2
RIGL,PVT,Rp,2
RIGL,RIBL,S,1
RIGL,RIBL,EJ,1
RIGL,RIGR,EJ,3
RIGL,RIR,S,2
RIGL,RIR,Rp,1
RIGL,RMEL,EJ,1
RIGL,RMFL,Sp,1
RIGL,RMHR,Sp,3
RIGL,URXL,Rp,1
RIGL,URXL,R,2
RIGL,URYDL,EJ,1
RIGL,URYVL,EJ,1
RIGL,VB2,EJ,1
RIGL,VD1,EJ,2
RIGR,ADEL,Rp,3
RIGR,ADEL,R,3
RIGR,ADER,Rp,4
RIGR,ADFR,Rp,2
RIGR,ADFR,R,1
RIGR,AIBL,Rp,1
RIGR,AIBL,EJ,3
RIGR,ALNR,Sp,1
RIGR,AQR,EJ,1
RIGR,AVER,S,2
RIGR,AVKL,Sp,4
RIGR,AVKR,Sp,1
RIGR,AVKR,EJ,1
RIGR,AWAR,R,1
RIGR,BAGL,Rp,1
RIGR,BAGL,R,3
RIGR,BAGL,EJ,1
RIGR,DVC,Rp,5
RIGR,OLLR,EJ,1
RIGR,OLQDR,EJ,1
RIGR,OLQVR,EJ,1
RIGR,PVPR,Rp,1
RIGR,PVT,Rp,3
RIGR,RIBR,S,1
RIGR,RIBR,R,1
RIGR,RIBR,EJ,1
RIGR,RIGL,EJ,3
RIGR,RIR,S,1
RIGR,RMFL,R,1
